Location,x,t,nFx
Russian Federation,35,1955,0.07
Russian Federation,40,1955,0.027
Russian Federation,45,1955,0.003
Russian Federation,50,1955,0
Russian Federation,10,1956,0
Russian Federation,15,1956,0.02
Russian Federation,20,1956,0.141
Russian Federation,25,1956,0.173
Russian Federation,30,1956,0.126
Russian Federation,35,1956,0.069
Russian Federation,40,1956,0.024
Russian Federation,45,1956,0.002
Russian Federation,50,1956,0
Russian Federation,10,1957,0
Russian Federation,15,1957,0.03
Russian Federation,20,1957,0.142
Russian Federation,25,1957,0.16
Russian Federation,30,1957,0.123
Russian Federation,35,1957,0.069
Russian Federation,40,1957,0.021
Russian Federation,45,1957,0.003
Russian Federation,50,1957,0
Russian Federation,10,1958,0
Russian Federation,15,1958,0.038
Russian Federation,20,1958,0.149
Russian Federation,25,1958,0.153
Russian Federation,30,1958,0.119
Russian Federation,35,1958,0.064
Russian Federation,40,1958,0.017
Russian Federation,45,1958,0.003
Russian Federation,50,1958,0
Russian Federation,10,1959,0
Russian Federation,15,1959,0.04
Russian Federation,20,1959,0.156
Russian Federation,25,1959,0.154
Russian Federation,30,1959,0.105
Russian Federation,35,1959,0.06
Russian Federation,40,1959,0.019
Russian Federation,45,1959,0.003
Russian Federation,50,1959,0
Russian Federation,10,1960,0
Russian Federation,15,1960,0.043
Russian Federation,20,1960,0.158
Russian Federation,25,1960,0.15
Russian Federation,30,1960,0.099
Russian Federation,35,1960,0.057
Russian Federation,40,1960,0.019
Russian Federation,45,1960,0.002
Russian Federation,50,1960,0
Russian Federation,10,1961,0
Russian Federation,15,1961,0.03
Russian Federation,20,1961,0.16
Russian Federation,25,1961,0.147
Russian Federation,30,1961,0.094
Russian Federation,35,1961,0.052
Russian Federation,40,1961,0.018
Russian Federation,45,1961,0.002
Russian Federation,50,1961,0
Russian Federation,10,1962,0
Russian Federation,15,1962,0.017
Russian Federation,20,1962,0.162
Russian Federation,25,1962,0.144
Russian Federation,30,1962,0.088
Russian Federation,35,1962,0.048
Russian Federation,40,1962,0.016
Russian Federation,45,1962,0.002
Russian Federation,50,1962,0
Russian Federation,10,1963,0
Russian Federation,15,1963,0.014
Russian Federation,20,1963,0.162
Russian Federation,25,1963,0.139
Russian Federation,30,1963,0.082
Russian Federation,35,1963,0.044
Russian Federation,40,1963,0.016
Russian Federation,45,1963,0.002
Russian Federation,50,1963,0
Russian Federation,10,1964,0
Russian Federation,15,1964,0.016
Russian Federation,20,1964,0.159
Russian Federation,25,1964,0.13
Russian Federation,30,1964,0.078
Russian Federation,35,1964,0.041
Russian Federation,40,1964,0.015
Russian Federation,45,1964,0.002
Russian Federation,50,1964,0
Russian Federation,10,1965,0
Russian Federation,15,1965,0.02
Russian Federation,20,1965,0.152
Russian Federation,25,1965,0.125
Russian Federation,30,1965,0.077
Russian Federation,35,1965,0.04
Russian Federation,40,1965,0.014
Russian Federation,45,1965,0.002
Russian Federation,50,1965,0
Russian Federation,10,1966,0
Russian Federation,15,1966,0.024
Russian Federation,20,1966,0.143
Russian Federation,25,1966,0.12
Russian Federation,30,1966,0.079
Russian Federation,35,1966,0.037
Russian Federation,40,1966,0.013
Russian Federation,45,1966,0.002
Russian Federation,50,1966,0
Russian Federation,10,1967,0
Russian Federation,15,1967,0.025
Russian Federation,20,1967,0.143
Russian Federation,25,1967,0.114
Russian Federation,30,1967,0.078
Russian Federation,35,1967,0.035
Russian Federation,40,1967,0.012
Russian Federation,45,1967,0.001
Russian Federation,50,1967,0
Russian Federation,10,1968,0
Russian Federation,15,1968,0.027
Russian Federation,20,1968,0.142
Russian Federation,25,1968,0.109
Russian Federation,30,1968,0.077
Russian Federation,35,1968,0.033
Russian Federation,40,1968,0.011
Russian Federation,45,1968,0.001
Russian Federation,50,1968,0
Russian Federation,10,1969,0
Russian Federation,15,1969,0.028
Russian Federation,20,1969,0.149
Russian Federation,25,1969,0.104
Russian Federation,30,1969,0.073
Russian Federation,35,1969,0.032
Russian Federation,40,1969,0.01
Russian Federation,45,1969,0.001
Russian Federation,50,1969,0
Russian Federation,10,1970,0
Russian Federation,15,1970,0.028
Russian Federation,20,1970,0.153
Russian Federation,25,1970,0.105
Russian Federation,30,1970,0.07
Russian Federation,35,1970,0.032
Russian Federation,40,1970,0.009
Russian Federation,45,1970,0.001
Russian Federation,50,1970,0
Russian Federation,10,1971,0
Russian Federation,15,1971,0.03
Russian Federation,20,1971,0.158
Russian Federation,25,1971,0.111
Russian Federation,30,1971,0.068
Russian Federation,35,1971,0.033
Russian Federation,40,1971,0.008
Russian Federation,45,1971,0.001
Russian Federation,50,1971,0
Russian Federation,10,1972,0
Russian Federation,15,1972,0.031
Russian Federation,20,1972,0.158
Russian Federation,25,1972,0.119
Russian Federation,30,1972,0.065
Russian Federation,35,1972,0.034
Russian Federation,40,1972,0.008
Russian Federation,45,1972,0.001
Russian Federation,50,1972,0
Russian Federation,10,1973,0
Russian Federation,15,1973,0.033
Russian Federation,20,1973,0.159
Russian Federation,25,1973,0.117
Russian Federation,30,1973,0.06
Russian Federation,35,1973,0.033
Russian Federation,40,1973,0.007
Russian Federation,45,1973,0.001
Russian Federation,50,1973,0
Russian Federation,10,1974,0
Russian Federation,15,1974,0.035
Russian Federation,20,1974,0.161
Russian Federation,25,1974,0.117
Russian Federation,30,1974,0.056
Russian Federation,35,1974,0.031
Russian Federation,40,1974,0.007
Russian Federation,45,1974,0
Russian Federation,50,1974,0
Russian Federation,10,1975,0
Russian Federation,15,1975,0.035
Russian Federation,20,1975,0.161
Russian Federation,25,1975,0.114
Russian Federation,30,1975,0.055
Russian Federation,35,1975,0.029
Russian Federation,40,1975,0.007
Russian Federation,45,1975,0
Russian Federation,50,1975,0
Russian Federation,10,1976,0
Russian Federation,15,1976,0.037
Russian Federation,20,1976,0.161
Russian Federation,25,1976,0.112
Russian Federation,30,1976,0.057
Russian Federation,35,1976,0.026
Russian Federation,40,1976,0.007
Russian Federation,45,1976,0
Russian Federation,50,1976,0
Russian Federation,10,1977,0
Russian Federation,15,1977,0.039
Russian Federation,20,1977,0.16
Russian Federation,25,1977,0.11
Russian Federation,30,1977,0.063
Russian Federation,35,1977,0.023
Russian Federation,40,1977,0.007
Russian Federation,45,1977,0.001
Russian Federation,50,1977,0
Russian Federation,10,1978,0
Russian Federation,15,1978,0.042
Russian Federation,20,1978,0.159
Russian Federation,25,1978,0.108
Russian Federation,30,1978,0.061
Russian Federation,35,1978,0.02
Russian Federation,40,1978,0.007
Russian Federation,45,1978,0.001
Russian Federation,50,1978,0
Russian Federation,10,1979,0
Russian Federation,15,1979,0.046
Russian Federation,20,1979,0.16
Russian Federation,25,1979,0.104
Russian Federation,30,1979,0.057
Russian Federation,35,1979,0.017
Russian Federation,40,1979,0.006
Russian Federation,45,1979,0
Russian Federation,50,1979,0
Russian Federation,10,1980,0
Russian Federation,15,1980,0.048
Russian Federation,20,1980,0.16
Russian Federation,25,1980,0.103
Russian Federation,30,1980,0.054
Russian Federation,35,1980,0.017
Russian Federation,40,1980,0.005
Russian Federation,45,1980,0
Russian Federation,50,1980,0
Russian Federation,10,1981,0
Russian Federation,15,1981,0.048
Russian Federation,20,1981,0.16
Russian Federation,25,1981,0.105
Russian Federation,30,1981,0.054
Russian Federation,35,1981,0.019
Russian Federation,40,1981,0.004
Russian Federation,45,1981,0
Russian Federation,50,1981,0
Russian Federation,10,1982,0
Russian Federation,15,1982,0.048
Russian Federation,20,1982,0.163
Russian Federation,25,1982,0.108
Russian Federation,30,1982,0.056
Russian Federation,35,1982,0.025
Russian Federation,40,1982,0.004
Russian Federation,45,1982,0
Russian Federation,50,1982,0
Russian Federation,10,1983,0
Russian Federation,15,1983,0.049
Russian Federation,20,1983,0.166
Russian Federation,25,1983,0.114
Russian Federation,30,1983,0.06
Russian Federation,35,1983,0.027
Russian Federation,40,1983,0.003
Russian Federation,45,1983,0
Russian Federation,50,1983,0
Russian Federation,10,1984,0
Russian Federation,15,1984,0.049
Russian Federation,20,1984,0.169
Russian Federation,25,1984,0.115
Russian Federation,30,1984,0.061
Russian Federation,35,1984,0.026
Russian Federation,40,1984,0.003
Russian Federation,45,1984,0
Russian Federation,50,1984,0
Russian Federation,10,1985,0
Russian Federation,15,1985,0.049
Russian Federation,20,1985,0.167
Russian Federation,25,1985,0.116
Russian Federation,30,1985,0.061
Russian Federation,35,1985,0.025
Russian Federation,40,1985,0.003
Russian Federation,45,1985,0
Russian Federation,50,1985,0
Russian Federation,10,1986,0
Russian Federation,15,1986,0.047
Russian Federation,20,1986,0.169
Russian Federation,25,1986,0.12
Russian Federation,30,1986,0.064
Russian Federation,35,1986,0.026
Russian Federation,40,1986,0.005
Russian Federation,45,1986,0
Russian Federation,50,1986,0
Russian Federation,10,1987,0
Russian Federation,15,1987,0.048
Russian Federation,20,1987,0.171
Russian Federation,25,1987,0.121
Russian Federation,30,1987,0.066
Russian Federation,35,1987,0.028
Russian Federation,40,1987,0.007
Russian Federation,45,1987,0
Russian Federation,50,1987,0
Russian Federation,10,1988,0
Russian Federation,15,1988,0.048
Russian Federation,20,1988,0.17
Russian Federation,25,1988,0.114
Russian Federation,30,1988,0.061
Russian Federation,35,1988,0.026
Russian Federation,40,1988,0.007
Russian Federation,45,1988,0
Russian Federation,50,1988,0
Russian Federation,10,1989,0
Russian Federation,15,1989,0.051
Russian Federation,20,1989,0.166
Russian Federation,25,1989,0.103
Russian Federation,30,1989,0.055
Russian Federation,35,1989,0.023
Russian Federation,40,1989,0.006
Russian Federation,45,1989,0
Russian Federation,50,1989,0
Russian Federation,10,1990,0.001
Russian Federation,15,1990,0.054
Russian Federation,20,1990,0.158
Russian Federation,25,1990,0.093
Russian Federation,30,1990,0.048
Russian Federation,35,1990,0.02
Russian Federation,40,1990,0.005
Russian Federation,45,1990,0
Russian Federation,50,1990,0
Russian Federation,10,1991,0.001
Russian Federation,15,1991,0.054
Russian Federation,20,1991,0.148
Russian Federation,25,1991,0.082
Russian Federation,30,1991,0.041
Russian Federation,35,1991,0.017
Russian Federation,40,1991,0.004
Russian Federation,45,1991,0
Russian Federation,50,1991,0
Russian Federation,10,1992,0.001
Russian Federation,15,1992,0.051
Russian Federation,20,1992,0.136
Russian Federation,25,1992,0.073
Russian Federation,30,1992,0.035
Russian Federation,35,1992,0.014
Russian Federation,40,1992,0.003
Russian Federation,45,1992,0
Russian Federation,50,1992,0
Russian Federation,10,1993,0.001
Russian Federation,15,1993,0.048
Russian Federation,20,1993,0.125
Russian Federation,25,1993,0.066
Russian Federation,30,1993,0.03
Russian Federation,35,1993,0.012
Russian Federation,40,1993,0.003
Russian Federation,45,1993,0
Russian Federation,50,1993,0
Russian Federation,10,1994,0.001
Russian Federation,15,1994,0.049
Russian Federation,20,1994,0.121
Russian Federation,25,1994,0.067
Russian Federation,30,1994,0.029
Russian Federation,35,1994,0.011
Russian Federation,40,1994,0.002
Russian Federation,45,1994,0
Russian Federation,50,1994,0
Russian Federation,10,1995,0.001
Russian Federation,15,1995,0.045
Russian Federation,20,1995,0.115
Russian Federation,25,1995,0.067
Russian Federation,30,1995,0.029
Russian Federation,35,1995,0.011
Russian Federation,40,1995,0.002
Russian Federation,45,1995,0
Russian Federation,50,1995,0
Russian Federation,10,1996,0
Russian Federation,15,1996,0.04
Russian Federation,20,1996,0.109
Russian Federation,25,1996,0.068
Russian Federation,30,1996,0.03
Russian Federation,35,1996,0.011
Russian Federation,40,1996,0.002
Russian Federation,45,1996,0
Russian Federation,50,1996,0
Russian Federation,10,1997,0
Russian Federation,15,1997,0.036
Russian Federation,20,1997,0.102
Russian Federation,25,1997,0.068
Russian Federation,30,1997,0.031
Russian Federation,35,1997,0.011
Russian Federation,40,1997,0.002
Russian Federation,45,1997,0
Russian Federation,50,1997,0
Russian Federation,10,1998,0
Russian Federation,15,1998,0.032
Russian Federation,20,1998,0.1
Russian Federation,25,1998,0.068
Russian Federation,30,1998,0.033
Russian Federation,35,1998,0.011
Russian Federation,40,1998,0.002
Russian Federation,45,1998,0
Russian Federation,50,1998,0
Russian Federation,10,1999,0
Russian Federation,15,1999,0.029
Russian Federation,20,1999,0.096
Russian Federation,25,1999,0.066
Russian Federation,30,1999,0.033
Russian Federation,35,1999,0.011
Russian Federation,40,1999,0.002
Russian Federation,45,1999,0
Russian Federation,50,1999,0
Russian Federation,10,2000,0
Russian Federation,15,2000,0.027
Russian Federation,20,2000,0.096
Russian Federation,25,2000,0.069
Russian Federation,30,2000,0.036
Russian Federation,35,2000,0.012
Russian Federation,40,2000,0.002
Russian Federation,45,2000,0
Russian Federation,50,2000,0
Russian Federation,10,2001,0
Russian Federation,15,2001,0.028
Russian Federation,20,2001,0.096
Russian Federation,25,2001,0.073
Russian Federation,30,2001,0.039
Russian Federation,35,2001,0.013
Russian Federation,40,2001,0.002
Russian Federation,45,2001,0
Russian Federation,50,2001,0
Russian Federation,10,2002,0
Russian Federation,15,2002,0.028
Russian Federation,20,2002,0.097
Russian Federation,25,2002,0.077
Russian Federation,30,2002,0.042
Russian Federation,35,2002,0.015
Russian Federation,40,2002,0.003
Russian Federation,45,2002,0
Russian Federation,50,2002,0
Russian Federation,10,2003,0
Russian Federation,15,2003,0.028
Russian Federation,20,2003,0.097
Russian Federation,25,2003,0.08
Russian Federation,30,2003,0.045
Russian Federation,35,2003,0.016
Russian Federation,40,2003,0.003
Russian Federation,45,2003,0
Russian Federation,50,2003,0
Russian Federation,10,2004,0
Russian Federation,15,2004,0.029
Russian Federation,20,2004,0.095
Russian Federation,25,2004,0.081
Russian Federation,30,2004,0.046
Russian Federation,35,2004,0.018
Russian Federation,40,2004,0.003
Russian Federation,45,2004,0
Russian Federation,50,2004,0
Russian Federation,10,2005,0
Russian Federation,15,2005,0.029
Russian Federation,20,2005,0.091
Russian Federation,25,2005,0.08
Russian Federation,30,2005,0.046
Russian Federation,35,2005,0.018
Russian Federation,40,2005,0.003
Russian Federation,45,2005,0
Russian Federation,50,2005,0
Russian Federation,10,2006,0
Russian Federation,15,2006,0.031
Russian Federation,20,2006,0.09
Russian Federation,25,2006,0.082
Russian Federation,30,2006,0.048
Russian Federation,35,2006,0.02
Russian Federation,40,2006,0.003
Russian Federation,45,2006,0
Russian Federation,50,2006,0
Russian Federation,10,2007,0
Russian Federation,15,2007,0.031
Russian Federation,20,2007,0.09
Russian Federation,25,2007,0.087
Russian Federation,30,2007,0.054
Russian Federation,35,2007,0.023
Russian Federation,40,2007,0.004
Russian Federation,45,2007,0
Russian Federation,50,2007,0
Russian Federation,10,2008,0
Russian Federation,15,2008,0.033
Russian Federation,20,2008,0.091
Russian Federation,25,2008,0.092
Russian Federation,30,2008,0.06
Russian Federation,35,2008,0.026
Russian Federation,40,2008,0.005
Russian Federation,45,2008,0
Russian Federation,50,2008,0
Russian Federation,10,2009,0
Russian Federation,15,2009,0.033
Russian Federation,20,2009,0.091
Russian Federation,25,2009,0.096
Russian Federation,30,2009,0.063
Russian Federation,35,2009,0.028
Russian Federation,40,2009,0.005
Russian Federation,45,2009,0
Russian Federation,50,2009,0
Russian Federation,10,2010,0
Russian Federation,15,2010,0.031
Russian Federation,20,2010,0.089
Russian Federation,25,2010,0.099
Russian Federation,30,2010,0.067
Russian Federation,35,2010,0.03
Russian Federation,40,2010,0.006
Russian Federation,45,2010,0
Russian Federation,50,2010,0
Russian Federation,10,2011,0
Russian Federation,15,2011,0.03
Russian Federation,20,2011,0.09
Russian Federation,25,2011,0.102
Russian Federation,30,2011,0.069
Russian Federation,35,2011,0.032
Russian Federation,40,2011,0.007
Russian Federation,45,2011,0
Russian Federation,50,2011,0
Russian Federation,10,2012,0
Russian Federation,15,2012,0.029
Russian Federation,20,2012,0.094
Russian Federation,25,2012,0.107
Russian Federation,30,2012,0.074
Russian Federation,35,2012,0.035
Russian Federation,40,2012,0.007
Russian Federation,45,2012,0
Russian Federation,50,2012,0
Russian Federation,10,2013,0
Russian Federation,15,2013,0.028
Russian Federation,20,2013,0.094
Russian Federation,25,2013,0.109
Russian Federation,30,2013,0.077
Russian Federation,35,2013,0.037
Russian Federation,40,2013,0.008
Russian Federation,45,2013,0
Russian Federation,50,2013,0
Russian Federation,10,2014,0
Russian Federation,15,2014,0.028
Russian Federation,20,2014,0.093
Russian Federation,25,2014,0.111
Russian Federation,30,2014,0.08
Russian Federation,35,2014,0.039
Russian Federation,40,2014,0.009
Russian Federation,45,2014,0
Russian Federation,50,2014,0
Russian Federation,10,2015,0
Russian Federation,15,2015,0.025
Russian Federation,20,2015,0.093
Russian Federation,25,2015,0.113
Russian Federation,30,2015,0.083
Russian Federation,35,2015,0.04
Russian Federation,40,2015,0.009
Russian Federation,45,2015,0
Russian Federation,50,2015,0
Russian Federation,10,2016,0
Russian Federation,15,2016,0.022
Russian Federation,20,2016,0.09
Russian Federation,25,2016,0.112
Russian Federation,30,2016,0.084
Russian Federation,35,2016,0.041
Russian Federation,40,2016,0.009
Russian Federation,45,2016,0
Russian Federation,50,2016,0
Russian Federation,10,2017,0
Russian Federation,15,2017,0.018
Russian Federation,20,2017,0.082
Russian Federation,25,2017,0.1
Russian Federation,30,2017,0.077
Russian Federation,35,2017,0.039
Russian Federation,40,2017,0.009
Russian Federation,45,2017,0
Russian Federation,50,2017,0
Russian Federation,10,2018,0
Russian Federation,15,2018,0.016
Russian Federation,20,2018,0.08
Russian Federation,25,2018,0.096
Russian Federation,30,2018,0.076
Russian Federation,35,2018,0.04
Russian Federation,40,2018,0.009
Russian Federation,45,2018,0
Russian Federation,50,2018,0
Russian Federation,10,2019,0
Russian Federation,15,2019,0.015
Russian Federation,20,2019,0.075
Russian Federation,25,2019,0.093
Russian Federation,30,2019,0.072
Russian Federation,35,2019,0.038
Russian Federation,40,2019,0.009
Russian Federation,45,2019,0
Russian Federation,50,2019,0
Russian Federation,10,2020,0
Russian Federation,15,2020,0.015
Russian Federation,20,2020,0.073
Russian Federation,25,2020,0.092
Russian Federation,30,2020,0.071
Russian Federation,35,2020,0.038
Russian Federation,40,2020,0.009
Russian Federation,45,2020,0
Russian Federation,50,2020,0
Russian Federation,10,2021,0
Russian Federation,15,2021,0.015
Russian Federation,20,2021,0.073
Russian Federation,25,2021,0.092
Russian Federation,30,2021,0.072
Russian Federation,35,2021,0.038
Russian Federation,40,2021,0.009
Russian Federation,45,2021,0
Russian Federation,50,2021,0
Russian Federation,10,2022,0
Russian Federation,15,2022,0.014
Russian Federation,20,2022,0.072
Russian Federation,25,2022,0.093
Russian Federation,30,2022,0.073
Russian Federation,35,2022,0.039
Russian Federation,40,2022,0.009
Russian Federation,45,2022,0
Russian Federation,50,2022,0
Russian Federation,10,2023,0
Russian Federation,15,2023,0.014
Russian Federation,20,2023,0.071
Russian Federation,25,2023,0.094
Russian Federation,30,2023,0.075
Russian Federation,35,2023,0.04
Russian Federation,40,2023,0.01
Russian Federation,45,2023,0
Russian Federation,50,2023,0
Russian Federation,10,2024,0
Russian Federation,15,2024,0.013
Russian Federation,20,2024,0.07
Russian Federation,25,2024,0.094
Russian Federation,30,2024,0.076
Russian Federation,35,2024,0.042
Russian Federation,40,2024,0.01
Russian Federation,45,2024,0
Russian Federation,50,2024,0
Russian Federation,10,2025,0
Russian Federation,15,2025,0.012
Russian Federation,20,2025,0.068
Russian Federation,25,2025,0.095
Russian Federation,30,2025,0.078
Russian Federation,35,2025,0.043
Russian Federation,40,2025,0.011
Russian Federation,45,2025,0.001
Russian Federation,50,2025,0
Russian Federation,10,2026,0
Russian Federation,15,2026,0.012
Russian Federation,20,2026,0.067
Russian Federation,25,2026,0.095
Russian Federation,30,2026,0.08
Russian Federation,35,2026,0.044
Russian Federation,40,2026,0.011
Russian Federation,45,2026,0.001
Russian Federation,50,2026,0
Russian Federation,10,2027,0
Russian Federation,15,2027,0.012
Russian Federation,20,2027,0.066
Russian Federation,25,2027,0.096
Russian Federation,30,2027,0.083
Russian Federation,35,2027,0.045
Russian Federation,40,2027,0.011
Russian Federation,45,2027,0.001
Russian Federation,50,2027,0
Russian Federation,10,2028,0
Russian Federation,15,2028,0.011
Russian Federation,20,2028,0.064
Russian Federation,25,2028,0.097
Russian Federation,30,2028,0.085
Russian Federation,35,2028,0.046
Russian Federation,40,2028,0.012
Russian Federation,45,2028,0.001
Russian Federation,50,2028,0
Russian Federation,10,2029,0
Russian Federation,15,2029,0.01
Russian Federation,20,2029,0.062
Russian Federation,25,2029,0.097
Russian Federation,30,2029,0.087
Russian Federation,35,2029,0.047
Russian Federation,40,2029,0.012
Russian Federation,45,2029,0.001
Russian Federation,50,2029,0
Russian Federation,10,2030,0
Russian Federation,15,2030,0.01
Russian Federation,20,2030,0.06
Russian Federation,25,2030,0.097
Russian Federation,30,2030,0.089
Russian Federation,35,2030,0.049
Russian Federation,40,2030,0.012
Russian Federation,45,2030,0.001
Russian Federation,50,2030,0
Russian Federation,10,2031,0
Russian Federation,15,2031,0.01
Russian Federation,20,2031,0.059
Russian Federation,25,2031,0.097
Russian Federation,30,2031,0.091
Russian Federation,35,2031,0.05
Russian Federation,40,2031,0.012
Russian Federation,45,2031,0.001
Russian Federation,50,2031,0
Russian Federation,10,2032,0
Russian Federation,15,2032,0.01
Russian Federation,20,2032,0.057
Russian Federation,25,2032,0.097
Russian Federation,30,2032,0.094
Russian Federation,35,2032,0.052
Russian Federation,40,2032,0.012
Russian Federation,45,2032,0.001
Russian Federation,50,2032,0
Russian Federation,10,2033,0
Russian Federation,15,2033,0.01
Russian Federation,20,2033,0.055
Russian Federation,25,2033,0.097
Russian Federation,30,2033,0.096
Russian Federation,35,2033,0.053
Russian Federation,40,2033,0.012
Russian Federation,45,2033,0.001
Russian Federation,50,2033,0
Russian Federation,10,2034,0
Russian Federation,15,2034,0.009
Russian Federation,20,2034,0.053
Russian Federation,25,2034,0.097
Russian Federation,30,2034,0.098
Russian Federation,35,2034,0.054
Russian Federation,40,2034,0.012
Russian Federation,45,2034,0.001
Russian Federation,50,2034,0
Russian Federation,10,2035,0
Russian Federation,15,2035,0.009
Russian Federation,20,2035,0.051
Russian Federation,25,2035,0.097
Russian Federation,30,2035,0.101
Russian Federation,35,2035,0.056
Russian Federation,40,2035,0.013
Russian Federation,45,2035,0.001
Russian Federation,50,2035,0
Russian Federation,10,2036,0
Russian Federation,15,2036,0.009
Russian Federation,20,2036,0.049
Russian Federation,25,2036,0.098
Russian Federation,30,2036,0.103
Russian Federation,35,2036,0.057
Russian Federation,40,2036,0.013
Russian Federation,45,2036,0.001
Russian Federation,50,2036,0
Russian Federation,10,2037,0
Russian Federation,15,2037,0.008
Russian Federation,20,2037,0.048
Russian Federation,25,2037,0.098
Russian Federation,30,2037,0.105
Russian Federation,35,2037,0.059
Russian Federation,40,2037,0.014
Russian Federation,45,2037,0.001
Russian Federation,50,2037,0
Russian Federation,10,2038,0
Russian Federation,15,2038,0.008
Russian Federation,20,2038,0.046
Russian Federation,25,2038,0.097
Russian Federation,30,2038,0.108
Russian Federation,35,2038,0.06
Russian Federation,40,2038,0.014
Russian Federation,45,2038,0.001
Russian Federation,50,2038,0
Russian Federation,10,2039,0
Russian Federation,15,2039,0.007
Russian Federation,20,2039,0.044
Russian Federation,25,2039,0.097
Russian Federation,30,2039,0.11
Russian Federation,35,2039,0.061
Russian Federation,40,2039,0.014
Russian Federation,45,2039,0.001
Russian Federation,50,2039,0
Russian Federation,10,2040,0
Russian Federation,15,2040,0.007
Russian Federation,20,2040,0.042
Russian Federation,25,2040,0.097
Russian Federation,30,2040,0.113
Russian Federation,35,2040,0.061
Russian Federation,40,2040,0.014
Russian Federation,45,2040,0.001
Russian Federation,50,2040,0
Russian Federation,10,2041,0
Russian Federation,15,2041,0.007
Russian Federation,20,2041,0.04
Russian Federation,25,2041,0.097
Russian Federation,30,2041,0.115
Russian Federation,35,2041,0.062
Russian Federation,40,2041,0.014
Russian Federation,45,2041,0.001
Russian Federation,50,2041,0
Russian Federation,10,2042,0
Russian Federation,15,2042,0.007
Russian Federation,20,2042,0.04
Russian Federation,25,2042,0.098
Russian Federation,30,2042,0.115
Russian Federation,35,2042,0.062
Russian Federation,40,2042,0.014
Russian Federation,45,2042,0.001
Russian Federation,50,2042,0
Russian Federation,10,2043,0
Russian Federation,15,2043,0.007
Russian Federation,20,2043,0.04
Russian Federation,25,2043,0.099
Russian Federation,30,2043,0.116
Russian Federation,35,2043,0.063
Russian Federation,40,2043,0.014
Russian Federation,45,2043,0.001
Russian Federation,50,2043,0
Russian Federation,10,2044,0
Russian Federation,15,2044,0.007
Russian Federation,20,2044,0.04
Russian Federation,25,2044,0.1
Russian Federation,30,2044,0.116
Russian Federation,35,2044,0.063
Russian Federation,40,2044,0.014
Russian Federation,45,2044,0.001
Russian Federation,50,2044,0
Russian Federation,10,2045,0
Russian Federation,15,2045,0.007
Russian Federation,20,2045,0.04
Russian Federation,25,2045,0.1
Russian Federation,30,2045,0.116
Russian Federation,35,2045,0.063
Russian Federation,40,2045,0.014
Russian Federation,45,2045,0.001
Russian Federation,50,2045,0
Russian Federation,10,2046,0
Russian Federation,15,2046,0.007
Russian Federation,20,2046,0.04
Russian Federation,25,2046,0.1
Russian Federation,30,2046,0.116
Russian Federation,35,2046,0.063
Russian Federation,40,2046,0.014
Russian Federation,45,2046,0.001
Russian Federation,50,2046,0
Russian Federation,10,2047,0
Russian Federation,15,2047,0.007
Russian Federation,20,2047,0.04
Russian Federation,25,2047,0.1
Russian Federation,30,2047,0.117
Russian Federation,35,2047,0.064
Russian Federation,40,2047,0.014
Russian Federation,45,2047,0.001
Russian Federation,50,2047,0
Russian Federation,10,2048,0
Russian Federation,15,2048,0.007
Russian Federation,20,2048,0.04
Russian Federation,25,2048,0.1
Russian Federation,30,2048,0.117
Russian Federation,35,2048,0.064
Russian Federation,40,2048,0.015
Russian Federation,45,2048,0.001
Russian Federation,50,2048,0
Russian Federation,10,2049,0
Russian Federation,15,2049,0.007
Russian Federation,20,2049,0.04
Russian Federation,25,2049,0.1
Russian Federation,30,2049,0.116
Russian Federation,35,2049,0.064
Russian Federation,40,2049,0.015
Russian Federation,45,2049,0.001
Russian Federation,50,2049,0
Russian Federation,10,2050,0
Russian Federation,15,2050,0.007
Russian Federation,20,2050,0.04
Russian Federation,25,2050,0.101
Russian Federation,30,2050,0.117
Russian Federation,35,2050,0.064
Russian Federation,40,2050,0.015
Russian Federation,45,2050,0.001
Russian Federation,50,2050,0
Russian Federation,10,2051,0
Russian Federation,15,2051,0.007
Russian Federation,20,2051,0.04
Russian Federation,25,2051,0.1
Russian Federation,30,2051,0.117
Russian Federation,35,2051,0.064
Russian Federation,40,2051,0.015
Russian Federation,45,2051,0.001
Russian Federation,50,2051,0
Russian Federation,10,2052,0
Russian Federation,15,2052,0.007
Russian Federation,20,2052,0.04
Russian Federation,25,2052,0.101
Russian Federation,30,2052,0.117
Russian Federation,35,2052,0.063
Russian Federation,40,2052,0.015
Russian Federation,45,2052,0.001
Russian Federation,50,2052,0
Russian Federation,10,2053,0
Russian Federation,15,2053,0.007
Russian Federation,20,2053,0.04
Russian Federation,25,2053,0.101
Russian Federation,30,2053,0.118
Russian Federation,35,2053,0.063
Russian Federation,40,2053,0.015
Russian Federation,45,2053,0.001
Russian Federation,50,2053,0
Russian Federation,10,2054,0
Russian Federation,15,2054,0.007
Russian Federation,20,2054,0.04
Russian Federation,25,2054,0.101
Russian Federation,30,2054,0.119
Russian Federation,35,2054,0.063
Russian Federation,40,2054,0.015
Russian Federation,45,2054,0.001
Russian Federation,50,2054,0
Russian Federation,10,2055,0
Russian Federation,15,2055,0.007
Russian Federation,20,2055,0.04
Russian Federation,25,2055,0.101
Russian Federation,30,2055,0.119
Russian Federation,35,2055,0.062
Russian Federation,40,2055,0.015
Russian Federation,45,2055,0.001
Russian Federation,50,2055,0
